"x","y"
9.63024232536554,24.266248836631
3.51797909243032,11.0741015507305
0.458311666734517,5.20621676976973
5.72633401956409,15.4340926560211
8.10064353048801,21.306963255125
4.14546335814521,13.8393236757985
8.57827715342864,21.1301334065505
4.13724326295778,13.513218261027
7.82294301316142,19.1841304413269
6.55705799115822,17.4261073658491
1.75052650272846,7.05715984448512
7.94342321110889,20.0371420761842
1.27531650243327,6.76572853540946
5.51435014465824,16.1525545331611
6.29221131559461,16.6369480170044
7.08530468167737,20.1961807330514
5.28105488047004,14.0133569567099
3.20373242488131,9.80592867618802
9.84956979984418,23.2384995287635
4.77795971091837,14.8877013857524
6.12771003274247,17.3333809150487
3.43516472261399,10.2981852860825
2.20118885161355,8.75042780153164
1.02924682665616,5.98670242683675
9.02299045119435,23.431261303515
7.88195834029466,20.3414198482497
6.6805558744818,18.8126158020428
1.42800022382289,8.8495043036079
6.40506813768297,18.8158747998282
5.44066024711356,15.5965474871761
3.74462775886059,13.4082521267819
7.98924845643342,20.7318050344045
4.75316574098542,16.3501934872031
8.86469060787931,24.6384847849761
7.54475158639252,20.2071497698852
2.16407935833558,9.76334020750497
1.30695691565052,8.31569816667574
7.95467417687178,21.5537249022624
2.8915973729454,10.9644982256399
9.40467284293845,23.5835747002176
8.92419044394046,23.432994637517
4.53334156190977,13.5643596707102
6.77570635452867,18.2182053253879
0.420595335308462,5.89419489734743
6.90705278422683,18.4434455366613
4.48516341391951,14.2714801900057
2.7438364457339,10.4321109259433
8.14640038879588,21.8122079815352
8.89539316063747,22.2997551552184
3.79816537722945,12.8317173267438
7.10182401351631,18.7130905833319
2.33034099452198,11.8480149820605
1.02864644257352,5.00404566360652
5.11505459900945,13.9430787219837
8.99824970401824,23.3000280494407
1.47113647311926,7.80338158379947
0.455564993899316,7.42760059222817
4.6677904156968,16.4356897719193
4.39831687603146,12.772504961458
6.928034061566,16.5468992474912
6.56758127966896,16.6204949055562
3.18181007634848,11.0376885671657
2.65972640365362,10.0837524482068
2.4608773435466,10.3699644657226
3.83969637798145,11.0615100476737
8.83017404004931,24.0289503641131
7.53307864302769,18.3982153494673
6.65115194628015,17.7269569299519
2.31625785352662,10.7813233255043
1.87691119266674,8.22291586316318
